utterance,intent,category,tags,tagalog
I don't know what I need to do to edit my account,edit_account,ACCOUNT,B,Hindi ko alam kung ano ang kailangan kong gawin upang ayusin ang aking account
I would like to edit my personal information,edit_account,ACCOUNT,BP,Nais kong ayusin ang aking personal na impormasyon
I do not know what to do to edit my personal information,edit_account,ACCOUNT,BE,Hindi ko alam kung ano ang gagawin upang ayusin ang aking personal na impormasyon
I don't know how I could edit the information on my account,edit_account,ACCOUNT,BP,Hindi ko alam kung paano ko mare - edit ang impormasyon sa account ko
moidfying user details,edit_account,ACCOUNT,BLMZ,Ginagawang masalimuot ang mga detalye ng gumagamit
how do I correct the info on my user account?,edit_account,ACCOUNT,BILQ,paano ko itinutuwid ang info sa account ng gumagamit sa akin?
"I have got to modify some of my personal details , help me",edit_account,ACCOUNT,BCLMZ,"Kinailangan kong baguhin ang ilan sa aking personal na mga detalye, tulungan ako"
help to edit some of the details on my profile,edit_account,ACCOUNT,BLM,na i - edit ang ilang detalye sa aking profile
help editing my personal information,edit_account,ACCOUNT,B,ay tumutulong sa pagsasaayos ng aking personal na impormasyon
i need assistance to update the user details,edit_account,ACCOUNT,BLMQ,kailangan ng tulong upang i-update ang mga detalye ng gumagamit
i do not know what i have to do to modify my account,edit_account,ACCOUNT,BELQ,Hindi ko alam kung ano ang gagawin ko para baguhin ang account ko
want help modifying my user account,edit_account,ACCOUNT,BLQ,ay nangangailangan ng tulong upang baguhin ang account ng gumagamit sa akin
what do I have to do to correct the personal details?,edit_account,ACCOUNT,BILM,ano ang kailangan kong gawin upang ituwid ang personal na mga detalye?
I need help to change the details on my user account,edit_account,ACCOUNT,BLM,Kailangan ko ng tulong upang baguhin ang mga detalye sa account ng gumagamit sa akin
I want help editing my personal information,edit_account,ACCOUNT,B,Nais ko ng tulong sa pag - aayos ng aking personal na impormasyon
I try to edit my account,edit_account,ACCOUNT,B,Sinisikap kong i - edit ang account ko
I have to modify the data included on my user account,edit_account,ACCOUNT,BL,Kailangan kong baguhin ang impormasyong nasa account ko
editing information on account,edit_account,ACCOUNT,BK,Pag - aayos ng impormasyon dahil dito
how do i edit the details on my accont,edit_account,ACCOUNT,BILMQZ,kung paano ko aayusin ang mga detalye sa aking accont
assistance to edit my account,edit_account,ACCOUNT,B,tulong sa pag - aayos ng aking account
help editing my account,edit_account,ACCOUNT,B,ay tumutulong sa pag - aayos ng aking account
I have to edit my account,edit_account,ACCOUNT,B,Kailangan kong i - edit ang account ko
could you help me edit my personal information?,edit_account,ACCOUNT,BIP,Matutulungan mo ba akong ayusin ang aking personal na impormasyon?
how to change the data on my profile?,edit_account,ACCOUNT,BIL,kung paano babaguhin ang impormasyon sa aking profile?
I don't know how to edit the information on my account,edit_account,ACCOUNT,B,Hindi ko alam kung paano aayusin ang impormasyon sa account ko
I do not know how to edit my account,edit_account,ACCOUNT,BE,Hindi ko alam kung paano aayusin ang account ko
can you help me update the info on my profile?,edit_account,ACCOUNT,BILQ,Matutulungan mo ba akong i - update ang info sa aking profile?
I do not knbow how to correct the info on my profile,edit_account,ACCOUNT,BELQZ,Hindi ko ini-now kung paano ko itutuwid ang info sa profile ko
would it be possible to edit my personal information?,edit_account,ACCOUNT,BIP,Posible kayang baguhin ang aking personal na impormasyon?
I need assistance to edit my account,edit_account,ACCOUNT,B,Kailangan ko ng tulong upang ayusin ang aking account
need to change the info on my user profile,edit_account,ACCOUNT,BLQ,Kailangang baguhin ang info sa aking user profile
i do not know what to do to edit the data on my profile,edit_account,ACCOUNT,BELQ,Hindi ko alam kung ano ang gagawin ko para mai - edit ang impormasyon sa profile ko
I want assistance to edit my account,edit_account,ACCOUNT,B,Nais ko ng tulong upang ayusin ang aking account
assistance to change the details included on my user profile,edit_account,ACCOUNT,BLM,tulong upang baguhin ang mga detalyeng kalakip sa aking user profile
I want to edit the information on my account,edit_account,ACCOUNT,B,Gusto kong i - edit ang impormasyon sa account ko
I do not know how I could edit my account,edit_account,ACCOUNT,BEP,Hindi ko alam kung paano ko maaayos ang aking account
I try to edit my personal information,edit_account,ACCOUNT,B,Sinisikap kong ayusin ang aking personal na impormasyon
i do not know what to do to change my damn personal info,edit_account,ACCOUNT,BELQW,Hindi ko alam kung ano ang gagawin upang baguhin ang aking foundan personal info
can you help me modifying the data on my profile?,edit_account,ACCOUNT,BIL,Matutulungan mo ba akong baguhin ang impormasyon sa aking profile?
I need help to modify the data included on my profile,edit_account,ACCOUNT,BL,Kailangan ko ng tulong upang baguhin ang impormasyon na nasa aking profile
I do not know how to edit the information on my account,edit_account,ACCOUNT,BE,Hindi ko alam kung paano aayusin ang impormasyon sa account ko
i do not know what to do to correct the info on my profile,edit_account,ACCOUNT,BELQ,Hindi ko alam kung ano ang gagawin upang ituwid ang info sa aking profile
edit account,edit_account,ACCOUNT,BK,I - edit ang account
can you help me editing my account?,edit_account,ACCOUNT,BI,Matutulungan mo ba akong ayusin ang account ko?
I need to edit my personal information,edit_account,ACCOUNT,B,Kailangan kong ayusin ang aking personal na impormasyon
need to change the info on my profile,edit_account,ACCOUNT,BLQ,Kailangang baguhin ang info sa aking profile
help to modify the personal informatoin,edit_account,ACCOUNT,BLZ,na baguhin ang personal na paalam
how to modify my personal info?,edit_account,ACCOUNT,BILQ,kung paano ko babaguhin ang aking personal na info?
I don't know what to do to edit my account,edit_account,ACCOUNT,B,Hindi ko alam kung ano ang gagawin upang ayusin ang aking account
can you help me to edit my personal information?,edit_account,ACCOUNT,BI,Matutulungan mo ba akong ayusin ang aking personal na impormasyon?
I need assistance modifying thedata included on my profile,edit_account,ACCOUNT,BLZ,Kailangan ko ng tulong upang baguhin ang adata na kalakip sa aking profile
i have got to modify the suer data how do i do it,edit_account,ACCOUNT,BCILQZ,Kailangang baguhin ng i ang suer data kung paano ito ginagawa ng i
I do not know what I need to do to update the user info,edit_account,ACCOUNT,BELQ,Hindi ko alam kung ano ang kailangan kong gawin upang i - update ang info ng gumagamit
wanna correct the details on my account,edit_account,ACCOUNT,BLMQ,Si wanna ang magtuwid ng mga detalye tungkol sa akin
help to edit my account,edit_account,ACCOUNT,B,na ayusin ang account ko
"I want to change the details on my profile, I need help",edit_account,ACCOUNT,BCLM,"Gusto kong baguhin ang mga detalye ng aking profile, kailangan ko ng tulong"
I do not know how I can edit my account,edit_account,ACCOUNT,BE,Hindi ko alam kung paano ko maaayos ang aking account
need help editing my online account,edit_account,ACCOUNT,BLQ,kailangan ng tulong sa pag - aayos ng account ko sa Internet
how to edit my account?,edit_account,ACCOUNT,BI,kung paano ko aayusin ang account ko?
how could I edit my personal information?,edit_account,ACCOUNT,BIP,paano ko maisasaayos ang aking personal na impormasyon?
I do not know how I can edit the information on my account,edit_account,ACCOUNT,BE,Hindi ko alam kung paano ko maaayos ang impormasyon sa aking account
chnage details on profile,edit_account,ACCOUNT,BKLMZ,Mga detalye tungkol sa profile
help me to edit the information on my account,edit_account,ACCOUNT,B,na i - edit ang impormasyon sa account ko
can you help me editing my personal information?,edit_account,ACCOUNT,BI,Matutulungan mo ba akong ayusin ang aking personal na impormasyon?
I do not know how I can edit my personal information,edit_account,ACCOUNT,BE,Hindi ko alam kung paano ko maisasaayos ang aking personal na impormasyon
I want assistance editing my account,edit_account,ACCOUNT,B,Nais ko ng tulong sa pag - aayos ng aking account
help me to edit my account,edit_account,ACCOUNT,B,na i - edit ang account ko
could you help me to edit my personal information?,edit_account,ACCOUNT,BIP,Matutulungan mo ba akong ayusin ang aking personal na impormasyon?
i have got to edit the data included on my account,edit_account,ACCOUNT,BLQ,Kailangan kong i - edit ang mga impormasyong nasa account ko
how do I edit my personal information?,edit_account,ACCOUNT,BI,paano ko aayusin ang aking personal na impormasyon?
assistance editing my account,edit_account,ACCOUNT,B,Pagtulong sa pag - aayos ng aking account
I do not know how to edit the details included on my profile,edit_account,ACCOUNT,BELM,Hindi ko alam kung paano ko aayusin ang mga detalyeng nasa profile ko
I need assistance editing my account,edit_account,ACCOUNT,B,Kailangan ko ng tulong sa pag - aayos ng aking account
i want help updating some or my user details,edit_account,ACCOUNT,BLMQZ,Nais ko ng tulong upang ayusin ang ilan o ang mga detalye ng gumagamit sa akin
i want help to update some of the details on my profile,edit_account,ACCOUNT,BLMQ,Nais ko ng tulong upang i-update ang ilan sa mga detalye sa aking profile
I do not know what I have to do to edit my account,edit_account,ACCOUNT,BE,Hindi ko alam kung ano ang dapat kong gawin upang ayusin ang aking account
can you help me to change the user information?,edit_account,ACCOUNT,BIL,matutulungan po ba ninyo ako na baguhin ang impormasyon tungkol sa gumagamit nito?
I do not know what I need to do to edit my account,edit_account,ACCOUNT,BE,Hindi ko alam kung ano ang kailangan kong gawin para ma - edit ang account ko
i do not know what to do to edit my user information,edit_account,ACCOUNT,BELQ,Hindi ko alam kung ano ang gagawin ko para mai - edit ang impormasyong gagamitin ko
I don't know how I can edit the information on my account,edit_account,ACCOUNT,B,Hindi ko alam kung paano ko mare - edit ang impormasyon sa account ko
how do I edit my account?,edit_account,ACCOUNT,BI,paano ko aayusin ang account ko?
I do not know how I could edit the information on my account,edit_account,ACCOUNT,BEP,Hindi ko alam kung paano ko mare - edit ang impormasyon sa account ko
I need to edit my account,edit_account,ACCOUNT,B,Kailangan kong ayusin ang account ko
help me modify some of the details on my profile,edit_account,ACCOUNT,BLM,ay tumutulong sa akin na baguhin ang ilang detalye sa aking profile
I need help modifying my personal details,edit_account,ACCOUNT,BLM,Kailangan ko ng tulong upang baguhin ang aking personal na mga detalye
assistance to change the info included on  my user profile,edit_account,ACCOUNT,BLQZ,tulong upang baguhin ang info na nasa profile ng gumagamit sa akin
help me edit my account,edit_account,ACCOUNT,B,ay tumutulong sa akin na ayusin ang aking account
I don't know how to update my personal edtails,edit_account,ACCOUNT,BLMZ,Hindi ko alam kung paano i - update ang aking personal na mga edtail
need to update some of my bloody personal details,edit_account,ACCOUNT,BLMQW,Kailangang i - update ang ilan sa aking madugong personal na mga detalye
help me to change the info included on my account,edit_account,ACCOUNT,BLQ,na baguhin ang info na nasa account ko
I need help to edit the details included on my user account,edit_account,ACCOUNT,BLM,Kailangan ko ng tulong upang maiayos ang mga detalyeng kalakip sa account ng gumagamit sa akin
I don't know how to edit my account,edit_account,ACCOUNT,B,Hindi ko alam kung paano aayusin ang account ko
I don't know how I can update my user account,edit_account,ACCOUNT,BL,Hindi ko alam kung paano ko i-update ang aking user account
could you help me to edit the information on my account?,edit_account,ACCOUNT,BIP,Matutulungan mo ba akong ayusin ang impormasyong nasa account ko?
