utterance,intent,category,tags,tagalog,similarity,needs_review,human_corrected_tagalog
I would like to get the invoices from 2 purchases ago,get_invoice,INVOICE,BMP,Nais kong kunin ang mga invoice mula sa 2 na binili noong nakaraan,0.952967643737793,False,
send me my invoice,get_invoice,INVOICE,B,ipadala sa akin ang aking invoice,0.9816429615020752,False,
could you send me the invoice from my last purchase?,get_invoice,INVOICE,BIP,Maaari mo bang ipadala sa akin ang invoice mula sa aking huling binili?,0.9749671816825868,False,
I have got to get the invoice from June,get_invoice,INVOICE,B,Kailangan kong kumuha ng invoice mula Hunyo,0.9668135046958924,False,
how do I get the invoice from my last purchase?,get_invoice,INVOICE,BI,paano ako makakakuha ng invoice mula sa aking huling binili?,0.9644505381584167,False,
could I get the invoices?,get_invoice,INVOICE,BIMP,Makukuha ko kaya ang mga resibo?,0.6930346488952637,True,
how could I get the invoice from 2 purchases ago?,get_invoice,INVOICE,BIMP,Paano ako makakakuha ng invoice mula sa 2 na binili ko noon?,0.8046619892120361,False,
how can I get my invoices?,get_invoice,INVOICE,BIM,paano ko makukuha ang aking mga resibo?,0.6950652599334717,True,
what do I have to do to get the invoices from last month?,get_invoice,INVOICE,BIM,Ano ang kailangan kong gawin upang makuha ang mga resibo mula noong nakaraang buwan?,0.7835182547569275,False,
I need help to get the invoices from nine months ago,get_invoice,INVOICE,BM,Kailangan ko ng tulong upang makuha ang mga resibo mula sa nakalipas na siyam na buwan,0.8663969039916992,False,
I do not know how I could get the invoices from October,get_invoice,INVOICE,BEMP,Hindi ko alam kung paano ako makakakuha ng mga resibo mula Oktubre,0.8760175108909607,False,
can I get the invoice from November?,get_invoice,INVOICE,BI,Makukuha ko ba ang invoice mula Nobyembre?,0.979583203792572,False,
I need assistance getting my invoices,get_invoice,INVOICE,BM,Kailangan ko ng tulong upang makuha ang aking mga resibo,0.740340530872345,False,
getting invoices from last purchase,get_invoice,INVOICE,BKM,pagkuha ng mga resibo mula sa huling pagbili,0.8352450132369995,False,
can you send me my invoice?,get_invoice,INVOICE,BI,Maaari mo bang ipadala sa akin ang aking invoice?,0.9893438816070556,False,
how do I get the invoices from my last purchase?,get_invoice,INVOICE,BIM,Paano ako makakakuha ng mga resibo mula sa aking huling binili?,0.805183470249176,False,
where can I get the invoices from last month?,get_invoice,INVOICE,BIM,Saan ako makakakuha ng mga resibo mula noong nakaraang buwan?,0.7860074043273926,False,
assistance to get the invoice from last month,get_invoice,INVOICE,B,tulong upang makuha ang invoice mula noong nakaraang buwan,0.9774550795555116,False,
help to get the invoices from February,get_invoice,INVOICE,BM,upang makuha ang mga invoice mula Pebrero,0.9495733976364136,False,
can you help me get the invoices from four months ago?,get_invoice,INVOICE,BIM,Matutulungan mo ba akong makuha ang mga resibo mula sa nakalipas na apat na buwan?,0.8482457399368286,False,
I need help to get my invoices,get_invoice,INVOICE,BM,Kailangan ko ng tulong upang makuha ko ang aking mga resibo,0.7517305612564087,False,
is it possible to get the invoice?,get_invoice,INVOICE,BI,posible kayang makuha ang invoice?,0.9611552953720092,False,
I need to get the invoice,get_invoice,INVOICE,B,Kailangan kong kumuha ng invoice,0.9645262956619264,False,
would it be possible to get the invoice from November?,get_invoice,INVOICE,BIP,Posible kayang makuha ang invoice mula Nobyembre?,0.9639180898666382,False,
I want help getting the invoices from my last purchase,get_invoice,INVOICE,BM,Nais ko ng tulong upang makuha ang mga resibo mula sa aking huling binili,0.8110141754150391,False,
get invoices from one purchases ago,get_invoice,INVOICE,BKM,kumuha ng mga resibo mula sa isang binili noong nakaraan,0.7522301077842712,False,
I try to get the invoices from May,get_invoice,INVOICE,BM,Sinisikap kong makuha ang mga resibo mula noong Mayo,0.8138490319252014,False,
I need assistance to get the invoice from 3 purchases ago,get_invoice,INVOICE,BM,Kailangan ko ng tulong upang makuha ang invoice mula sa 3 pagbili noong nakaraan,0.981059432029724,False,
I call to get the invoice from last month,get_invoice,INVOICE,B,Ako'y tumatawag upang kunin ang invoice mula noong nakaraang buwan,0.9516355991363524,False,
getting invoices from 2 purchases ago,get_invoice,INVOICE,BKM,pagtanggap ng mga resibo mula sa 2 binili noong nakaraan,0.8066598773002625,False,
I have got to get the invoices from 1 purchases ago,get_invoice,INVOICE,BM,Kailangang kunin ko ang mga resibo mula sa 1 pagbili noong nakalipas,0.7831454277038574,False,
can you help me getting the invoices from 9 purchases ago?,get_invoice,INVOICE,BIM,Matutulungan mo ba akong makakuha ng mga resibo mula sa 9 na binili ko noon?,0.6419029235839844,True,
how can I get my invoice?,get_invoice,INVOICE,BI,paano ko makukuha ang aking resibo?,0.7130765914916992,False,
I want help getting the invoices from September,get_invoice,INVOICE,BM,Nais ko ng tulong upang makuha ang mga resibo mula Setyembre,0.8730998635292053,False,
I do not know how I could get the invoice from last month,get_invoice,INVOICE,BEP,Hindi ko alam kung paano ako makakakuha ng invoice mula noong nakaraang buwan,0.9427692890167236,False,
can you help me get my invoices?,get_invoice,INVOICE,BIM,Matutulungan mo ba akong makuha ang aking mga resibo?,0.7145809531211853,False,
getting invoices from last month,get_invoice,INVOICE,BKM,pagtanggap ng mga resibo mula noong nakaraang buwan,0.7970131635665894,False,
I am calling to get the invoice from last month,get_invoice,INVOICE,B,Ako'y tumatawag upang kunin ang invoice mula noong nakaraang buwan,0.9484462738037108,False,
help me getting the invoices from my last purchase,get_invoice,INVOICE,BM,ay tumutulong sa akin na makuha ang mga resibo mula sa aking huling binili,0.7682397365570068,False,
I do not know how to get the invoices from six months ago,get_invoice,INVOICE,BEM,Hindi ko alam kung paano makukuha ang mga resibo mula sa nakalipas na anim na buwan,0.8241047859191895,False,
I have got to get the invoice from my last purchase,get_invoice,INVOICE,B,Kailangan kong kunin ang invoice mula sa aking huling binili,0.9793425798416138,False,
could you send me the invoice from last month?,get_invoice,INVOICE,BIP,Maaari mo bang ipadala sa akin ang invoice mula noong nakaraang buwan?,0.9715434312820436,False,
I do not know how to get the invoices from last month,get_invoice,INVOICE,BEM,Hindi ko alam kung paano makukuha ang mga resibo mula noong nakaraang buwan,0.759896993637085,False,
I want help getting the invoice from last month,get_invoice,INVOICE,B,Nais ko ng tulong upang makuha ang invoice mula noong nakaraang buwan,0.9789434671401978,False,
can I get my invoices?,get_invoice,INVOICE,BIM,makukuha ko ba ang aking mga resibo?,0.6979289054870605,True,
could you help me getting the invoices from May?,get_invoice,INVOICE,BIMP,Matutulungan mo ba akong makakuha ng mga resibo mula noong Mayo?,0.8156560659408569,False,
I need help to get the invoice from seven purchases ago,get_invoice,INVOICE,BM,Kailangan ko ng tulong upang makuha ang invoice mula sa pitong binili noong nakaraan,0.960012674331665,False,
could I get the invoice from July?,get_invoice,INVOICE,BIP,Makakakuha kaya ako ng invoice mula Hulyo?,0.9528329968452454,False,
I don't know how to get the invoice from last month,get_invoice,INVOICE,B,Hindi ko alam kung paano makukuha ang invoice mula noong nakaraang buwan,0.9356212615966796,False,
get invoice from last month,get_invoice,INVOICE,BK,magkaroon ng mga resibo mula noong nakaraang buwan,0.7749834060668945,False,
I am calling to get the invoice,get_invoice,INVOICE,B,Ako'y tumatawag upang kunin ang invoice,0.9577733278274536,False,
I have got to get the invoices,get_invoice,INVOICE,BM,Kailangan kong kunin ang mga resibo,0.8028075695037842,False,
I do not know how I can get the invoices from September,get_invoice,INVOICE,BEM,Hindi ko alam kung paano ako makakakuha ng mga resibo mula Setyembre,0.8692642450332642,False,
I am calling to get the invoices from five purchases ago,get_invoice,INVOICE,BM,Ako'y tumatawag upang kunin ang mga resibo mula sa limang binili noong nakaraan,0.8085755109786987,False,
get invoice from 3 purchases ago,get_invoice,INVOICE,BKM,magkaroon ng mga resibo mula sa 3 na binili noong nakalipas na,0.6780531406402588,True,
I do not know what I need to do to get my invoice,get_invoice,INVOICE,BE,Hindi ko alam kung ano ang kailangan kong gawin upang makuha ang aking resibo,0.7979416847229004,False,
how could I get the invoices from last month?,get_invoice,INVOICE,BIMP,paano ako makakakuha ng mga resibo mula noong nakaraang buwan?,0.75993812084198,False,
I do not know how to get the invoices from 6 purchases ago,get_invoice,INVOICE,BEM,Hindi ko alam kung paano makukuha ang mga resibo mula sa 6 na binili noong nakaraan,0.784220278263092,False,
how could I get my money back?,get_refund,REFUND,BIP,paano ko maibabalik ang aking pera?,0.7614920735359192,False,
where to get a refund?,get_refund,REFUND,BI,saan makakakuha ng refund?,0.9608926773071288,False,
how to get a refund of money?,get_refund,REFUND,BI,kung paano kukuha ng salapi?,0.4438566565513611,True,
how to get refunds of money?,get_refund,REFUND,BIM,kung paano tatanggap ng salaping kapalit?,0.5052474737167358,True,
I have to get my money back,get_refund,REFUND,B,Kailangan kong bawiin ang pera ko,0.6448763608932495,True,
I try to get a refund of money,get_refund,REFUND,B,Sinisikap kong makakuha ng isang halaga ng salapi,0.5743399858474731,True,
I need help to get a refund of money,get_refund,REFUND,B,Kailangan ko ng tulong upang makakuha ng pera,0.4950655102729797,True,
I do not know how I could get my money back,get_refund,REFUND,BEP,Hindi ko alam kung paano ko maibabalik ang aking pera,0.6977537870407104,True,
help to get my money back,get_refund,REFUND,B,tulong upang mabawi ang aking pera,0.7707966566085815,False,
I need assistance to get refunds,get_refund,REFUND,BM,Kailangan ko ng tulong upang makakuha ng mga refund,0.987449586391449,False,
I need a refund of money,get_refund,REFUND,B,Kailangan ko ng pera,0.4773566126823425,True,
could you help me getting my money back?,get_refund,REFUND,BIP,Matutulungan mo ba akong mabawi ang pera ko?,0.7793189883232117,False,
I am trying to get a refund of money,get_refund,REFUND,B,Sinisikap kong makakuha ng pera,0.4503039717674255,True,
I need assistance to get a refund of money,get_refund,REFUND,B,Kailangan ko ng tulong upang makakuha ng pera,0.5158208012580872,True,
help getting refunds of money,get_refund,REFUND,BM,ay tumutulong sa pagkuha ng pera,0.3238683938980102,True,
I want help getting a refund,get_refund,REFUND,B,Nais ko ng tulong upang makabawi,0.4358215928077698,True,
I want to get refunds of money,get_refund,REFUND,BM,Gusto kong makakuha ng pera,0.3599768280982971,True,
help me to get a refund of money,get_refund,REFUND,B,ay tumutulong sa akin na makakuha ng isang tambak na salapi,0.3278232216835022,True,
could you help me get refunds of money?,get_refund,REFUND,BIMP,Matutulungan mo ba akong makakuha ng maraming salapi?,0.5213982462882996,True,
I need assistance getting my money back,get_refund,REFUND,B,Kailangan ko ng tulong upang maibalik ang aking pera,0.7604210376739502,False,
I don't know what I need to do to get refunds,get_refund,REFUND,BM,Hindi ko alam kung ano ang kailangan kong gawin upang makakuha ng refunds,0.9871106147766112,False,
get money back,get_refund,REFUND,BK,Magbalik ng pera,0.777082622051239,False,
I have to get refunds,get_refund,REFUND,BM,Kailangan kong kumuha ng mga refund,0.9787718057632446,False,
help me get refunds,get_refund,REFUND,BM,ay nakatulong sa akin na makakuha ng mga refund,0.9358007907867432,False,
is it possible to get a refund?,get_refund,REFUND,BI,posible bang makakuha ng refund?,0.9793050289154052,False,
could you help me to get refunds of money?,get_refund,REFUND,BIMP,Matutulungan mo ba akong makakuha ng maraming salapi?,0.5090223550796509,True,
when can I expect a refund,get_refund,REFUND,B,kailan ako makaaasa ng isang refund,0.954743266105652,False,
I have got to get refunds,get_refund,REFUND,BM,Kailangan kong kumuha ng mga refund,0.9643309116363524,False,
I don't know how I could get a refund of money,get_refund,REFUND,BP,Hindi ko alam kung paano ako makakakuha ng pera,0.5663834810256958,True,
assistance to get refunds of money,get_refund,REFUND,BM,tulong upang makuhang muli ang pera,0.5789477825164795,True,
how to get my money back?,get_refund,REFUND,BI,kung paano ko maibabalik ang aking pera?,0.7551645636558533,False,
I need help to get refunds of money,get_refund,REFUND,BM,Kailangan ko ng tulong upang makakuha ng pera,0.4992305636405945,True,
assistance getting my money back,get_refund,REFUND,B,tulong sa pagsasauli ng aking pera,0.726577639579773,False,
help me to get refunds,get_refund,REFUND,BM,ay nakatulong sa akin na makakuha ng mga refunds,0.942235827445984,False,
how can I get refunds of money?,get_refund,REFUND,BIM,Paano ako makakakuha ng maraming salapi?,0.3287491202354431,True,
how can I get a refund?,get_refund,REFUND,BI,paano ako makakakuha ng isang refund?,0.9943715929985046,False,
help to get a refund,get_refund,REFUND,B,tulong upang makakuha ng refund,0.9854608178138732,False,
I demand a refund,get_refund,REFUND,B,Humingi ako ng refund,0.9614484310150146,False,
I want assistance to get a refund,get_refund,REFUND,B,Nais ko ng tulong upang makabawi,0.4796270728111267,True,
would it be possible to get refunds?,get_refund,REFUND,BIMP,Posible kayang makakuha ng mga refund?,0.9482767581939696,False,
could you help me get a refund?,get_refund,REFUND,BIP,Matutulungan mo ba akong makakuha ng isang refund?,0.9843274354934692,False,
help me getting refunds of money,get_refund,REFUND,BM,ay tumutulong sa akin na makakuha ng maraming salapi,0.2750568985939026,True,
help to get a refund of money,get_refund,REFUND,B,tulong upang makakuha ng salapi,0.6395435333251953,True,
can you help me getting a refund of money?,get_refund,REFUND,BI,Matutulungan mo ba akong makakuha ng maraming salapi?,0.4831101298332214,True,
I do not know how I can get a refund,get_refund,REFUND,BE,Hindi ko alam kung paano ako makakakuha ng refund,0.9755316972732544,False,
would it be possible to get my money back?,get_refund,REFUND,BIP,Posible kayang makuhang muli ang aking pera?,0.5290703773498535,True,
I do not know how I could get refunds of money,get_refund,REFUND,BEMP,Hindi ko alam kung paano ako makakakuha ng pera,0.5042901039123535,True,
I don't know what to do to get a refund,get_refund,REFUND,B,Hindi ko alam kung ano ang gagawin upang makakuha ng refund,0.9700883626937866,False,
