utterance,intent,category,tags,tagalog
I want assistance editing the information on my account,edit_account,ACCOUNT,B,I want assistance editing the information on account ko
can uhelp me edit my online account,edit_account,ACCOUNT,BILQ,can uhelp me edit yung online account
want assistance to change the personal informtaion,edit_account,ACCOUNT,BLQZ,gusto ng assistance to change yung personal informtaion
I want to edit my account,edit_account,ACCOUNT,B,gusto ko po edit ko account
can you help me updating the personal data?,edit_account,ACCOUNT,BIL,pwede ba tulungan mo ako updating yung personal data??
I don't know how I could edit my account,edit_account,ACCOUNT,BP,I don't know how I could edit account ko
how can I edit the information on my account?,edit_account,ACCOUNT,BI,how can I edit the information on account ko?
I'm trying to correct the user info,edit_account,ACCOUNT,BLQ,i'm trying to correct yung user info
could I edit my account?,edit_account,ACCOUNT,BIP,could I edit account ko?
I would like to edit the information on my account,edit_account,ACCOUNT,BP,gusto ko po edit yung information on ko account
I am trying to update my account,edit_account,ACCOUNT,BL,I am trying to update account ko
correcting details on account,edit_account,ACCOUNT,BKLM,correcting details on account
I need help to edit the information on my account,edit_account,ACCOUNT,B,need ko po help to edit yung information on ko account
I try to edit the information on my account,edit_account,ACCOUNT,B,I try to edit the information on account ko
"I have to modify the personal data, can you help me?",edit_account,ACCOUNT,BCIL,"I have to modify the personal data, can you tulungan mo ako?"
I do not know how to correct the user info,edit_account,ACCOUNT,BELQ,i do not know how to correct yung user info
is it possible to edit the information on my account?,edit_account,ACCOUNT,BI,pwede ba edit yung information on ko account??
assistance to edit the information on my account,edit_account,ACCOUNT,B,assistance to edit the information on account ko
need help correcting the info included on my account,edit_account,ACCOUNT,BLQ,need help correcting the info included on account ko
I want assistance to edit my personal information,edit_account,ACCOUNT,B,i want assistance to edit yung personal information
assistance to change my personal details,edit_account,ACCOUNT,BLM,assistance to change yung personal details
help me modifying my personal information,edit_account,ACCOUNT,BL,tulungan mo ako modifying ko personal information
wanna modify the information on my account,edit_account,ACCOUNT,BLQ,gusto ko lang modify yung information on ko account
i do not know how i can modify my perswonal data,edit_account,ACCOUNT,BELQZ,i do not know how i can modify yung perswonal data
"I have got to modify my online account, how can I do it?",edit_account,ACCOUNT,BCIL,"i have got to modify yung online account, how can i do it?"
need help correcting my user information,edit_account,ACCOUNT,BLQ,need help correcting yung user information
I need help editing the information on my account,edit_account,ACCOUNT,B,need ko po help editing yung information on ko account
assistance to edit my personal information,edit_account,ACCOUNT,B,assistance to edit yung personal information
i have got to edit the goddamn info on my user profile,edit_account,ACCOUNT,BLQW,i have got to edit yung goddamn info on yung user profile
I need to change the personal info,edit_account,ACCOUNT,BLQ,i need to change yung personal info
help to edit the information on my account,edit_account,ACCOUNT,B,help to edit the information on account ko
I need help correcting some of the details on my account,edit_account,ACCOUNT,BLM,need ko po help correcting some of yung details on ko account
what do I have to do to correct my personla information?,edit_account,ACCOUNT,BILZ,what do i have to do to correct yung personla information?
help me to edit the data on my account,edit_account,ACCOUNT,BL,tulungan mo ako to edit yung data on ko account
could you help me editing my account?,edit_account,ACCOUNT,BIP,could you tulungan mo ako editing account ko?
"I want to update my online profile, how do I od it?",edit_account,ACCOUNT,BCILZ,"gusto ko po update ko online profile, how do I od it?"
could you help me editing the information on my account?,edit_account,ACCOUNT,BIP,could you tulungan mo ako editing the information on account ko?
I have to correct the details on my user profile,edit_account,ACCOUNT,BLM,i have to correct yung details on yung user profile
edit information on account,edit_account,ACCOUNT,BK,edit information on account
I need help to get the invoice from March,get_invoice,INVOICE,B,need ko po help to get yung invoice from March
where do I get the invoice from 8 months ago?,get_invoice,INVOICE,BIM,where do i get yung invoice from 8 months ago?
help me to get the invoices from my last purchase,get_invoice,INVOICE,BM,tulungan mo ako to get yung invoices from ko last purchase
how could I get the invoices from September?,get_invoice,INVOICE,BIMP,how could i get yung invoices from september?
how could I get the invoice from my last purchase?,get_invoice,INVOICE,BIP,how could i get yung invoice from yung last purchase?
how could I get my invoices?,get_invoice,INVOICE,BIMP,how could i get yung invoices?
I would like to get the invoice from one purchases ago,get_invoice,INVOICE,BMP,gusto ko po get yung invoice from one purchases ago
assistance to get the invoices from last month,get_invoice,INVOICE,BM,assistance to get yung invoices from last month
I want to get the invoice from 1 purchases ago,get_invoice,INVOICE,BM,gusto ko po get yung invoice from 1 purchases ago
help me getting the invoice,get_invoice,INVOICE,B,tulungan mo ako getting yung invoice
assistance to get my invoice,get_invoice,INVOICE,B,assistance to get yung invoice
could you help me to get the invoices from July?,get_invoice,INVOICE,BIMP,could you tulungan mo ako to get the invoices from July?
get invoices from nine months ago,get_invoice,INVOICE,BKM,get invoices from nine months ago
help me get the invoice,get_invoice,INVOICE,B,tulungan mo ako get yung invoice
could you help me get the invoice from September?,get_invoice,INVOICE,BIP,could you tulungan mo ako get the invoice from September?
where to get the invoice from September?,get_invoice,INVOICE,BI,where to get yung invoice from september?
I have to get the invoice,get_invoice,INVOICE,B,i have to get yung invoice
I don't know how I can get the invoice,get_invoice,INVOICE,B,i don't know how i can get yung invoice
where could I get the invoices?,get_invoice,INVOICE,BIMP,where could i get yung invoices?
I want help getting the invoices,get_invoice,INVOICE,BM,i want help getting yung invoices
what do I have to do to get the invoice from last month?,get_invoice,INVOICE,BI,what do i have to do to get yung invoice from last month?
I have to get the invoices,get_invoice,INVOICE,BM,i have to get yung invoices
I call to get the invoices from my last purchase,get_invoice,INVOICE,BM,i call to get yung invoices from yung last purchase
could you help me get the invoice from my last purchase?,get_invoice,INVOICE,BIP,could you tulungan mo ako get the invoice from my last purchase?
will you send me the invoice from my last purchase?,get_invoice,INVOICE,BIP,will you send me yung invoice from yung last purchase?
I have got to get the invoices from my last purchase,get_invoice,INVOICE,BM,i have got to get yung invoices from yung last purchase
getting invoice from eleven months ago,get_invoice,INVOICE,BKM,getting invoice from eleven months ago
I do not know what I have to do to get the invoices,get_invoice,INVOICE,BEM,i do not know what i have to do to get yung invoices
can you help me getting the invoice from eleven months ago?,get_invoice,INVOICE,BIM,pwede ba tulungan mo ako getting yung invoice from eleven months ago??
